star1,star2,angsep,separation,lnL1/L2,group_id,group_size
3146,6992,147.681,7.684,6.53,1,125
3146,3237,89.275,4.773,6.65,1,125
3146,7275,139.571,7.271,6.44,1,125
3147,7666,151.899,9.905,6.39,2,118
3147,4053,48.595,7.064,6.19,2,118
3147,3615,135.770,3.759,6.17,2,118
3147,3559,93.252,5.084,6.74,2,118
3147,3947,95.596,1.449,8.13,2,118
3147,4057,46.608,0.595,7.88,2,118
3148,3501,170.853,9.542,6.44,2178,2
3150,3398,295.041,4.198,6.99,216,3
3150,3279,479.754,7.227,6.75,216,3
3151,4645,161.779,4.850,7.96,3,114
3151,5714,257.554,8.597,6.17,3,114
3151,4671,283.258,8.488,7.08,3,114
3151,4637,180.132,6.630,7.02,3,114
3152,3157,1.098,0.484,10.43,2179,2
3153,4770,60.452,6.536,6.16,2180,2
3154,3325,116.689,7.337,6.02,2181,2
3158,6877,691.878,8.907,6.53,2182,2
3161,5652,116.012,9.110,6.06,2183,2
3163,3774,125.105,8.162,7.10,2184,2
3167,7275,107.728,5.627,6.48,1,125
3167,6992,116.808,6.126,6.31,1,125
3167,3237,68.609,4.280,6.30,1,125
3167,7037,141.793,7.634,6.60,1,125
3167,9317,141.886,7.811,6.29,1,125
3167,6947,184.948,9.783,6.28,1,125
3167,6921,166.171,8.609,6.44,1,125
3170,5301,102.517,3.614,6.77,2185,2
3171,3172,4.911,0.248,6.37,59,5
3172,9521,191.790,9.223,6.13,59,5
3175,9789,82.145,5.251,6.10,2186,2
3176,3702,24.100,1.916,7.14,2187,2
3179,7854,70.281,2.899,6.74,2188,2
3180,10534,56.375,4.630,6.59,2189,2
3181,3368,122.341,7.862,6.12,2190,2
3182,5159,135.751,6.360,6.34,2191,2
3183,4314,52.614,5.635,6.47,2192,2
3184,7181,216.103,9.317,6.25,217,3
3185,9393,0.447,1.003,9.81,2193,2
3186,8653,59.060,6.130,6.38,2194,2
3188,8884,13.124,1.463,6.31,2195,2
3189,7794,1.902,0.066,7.70,2196,2
3190,8386,88.072,8.157,6.32,2197,2
3191,3192,0.142,0.029,8.32,2198,2
3193,3194,0.047,6.677,7.19,2199,2
3196,3887,215.702,9.139,6.03,2200,2
3198,3359,198.514,4.802,7.34,2,118
3198,3358,212.274,4.670,7.32,2,118
3198,5493,338.194,6.143,8.19,2,118
3198,3372,178.571,6.670,7.20,2,118
3198,3997,569.803,9.125,6.21,2,118
3198,4338,329.035,8.264,7.55,2,118
3198,4038,312.671,6.693,6.62,2,118
3199,3533,157.185,7.018,6.41,2201,2
3203,5584,59.645,2.793,6.55,5,59
3203,5821,26.917,1.641,6.38,5,59
3203,5823,31.788,5.245,6.63,5,59
3203,5824,32.600,1.580,6.05,5,59
3203,5689,68.599,4.497,6.60,5,59
3203,5830,31.176,2.062,6.46,5,59
3203,4769,70.583,8.347,6.62,5,59
3203,5790,41.781,3.712,6.28,5,59
3203,5800,16.809,7.685,6.61,5,59
3203,5298,156.158,7.112,6.71,5,59
3203,6447,97.916,4.507,6.65,5,59
3203,5805,45.089,2.203,7.12,5,59
3203,8769,171.005,8.307,6.58,5,59
3203,5808,40.795,2.012,6.50,5,59
3203,5771,66.472,5.032,6.54,5,59
3203,5814,23.808,7.690,7.68,5,59
3206,5421,151.187,8.856,6.25,0,151
3206,5422,139.521,9.791,6.28,0,151
3206,4855,147.439,5.385,6.09,0,151
3206,5344,216.100,9.857,6.18,0,151
3206,5630,140.541,7.969,6.70,0,151
3206,5980,72.011,3.037,6.34,0,151
3206,5632,125.815,5.690,6.10,0,151
3206,5525,119.922,8.318,6.05,0,151
3206,5682,128.124,9.682,6.47,0,151
3206,6203,68.427,9.022,6.79,0,151
3206,5638,132.143,7.007,6.27,0,151
3206,5436,140.370,5.052,6.24,0,151
3206,5438,233.194,8.587,6.79,0,151
3206,5411,198.192,9.930,6.28,0,151
3206,6232,141.661,9.562,6.08,0,151
3206,5417,180.369,6.545,6.19,0,151
3206,6166,125.992,9.154,6.17,0,151
3206,3864,138.268,7.225,6.12,0,151
3207,4843,29.290,7.607,6.47,2202,2
3208,4618,404.130,9.929,6.03,218,3
3208,9339,150.955,3.804,7.26,218,3
3209,4643,126.634,5.018,6.18,2203,2
3210,9344,267.558,8.982,6.69,2204,2
3211,3229,48.758,9.095,6.23,1,125
3212,4009,177.676,9.318,6.22,2205,2
3213,4826,226.483,8.890,6.00,2206,2
3214,8958,264.056,8.455,6.74,2207,2
3216,3240,1.850,1.950,7.07,2208,2
3217,3516,411.392,5.692,6.87,2,118
3217,4303,565.219,8.071,6.15,2,118
3217,5572,605.697,8.491,6.17,2,118
3217,4508,486.222,6.821,6.17,2,118
3217,3358,278.565,4.918,7.29,2,118
3217,4400,618.084,8.526,6.52,2,118
3217,4424,568.368,8.177,6.63,2,118
3217,10121,252.172,3.998,6.81,2,118
3217,4406,544.078,7.520,7.84,2,118
3217,4517,549.828,7.637,6.67,2,118
3217,5134,480.779,6.874,6.85,2,118
3217,3396,390.830,5.441,6.02,2,118
3217,4222,663.517,9.734,6.90,2,118
3217,4313,494.904,6.985,6.70,2,118
3217,4055,656.594,9.051,6.37,2,118
3217,4080,580.564,8.066,6.74,2,118
3217,4481,520.847,7.345,6.37,2,118
3218,5470,161.667,8.102,6.72,2209,2
3219,3234,37.034,3.401,7.45,2210,2
3220,4110,54.495,3.693,6.18,2211,2
3221,8778,149.821,6.346,7.03,219,3
3222,7181,139.202,6.930,6.07,217,3
3224,9095,0.892,6.780,6.52,2212,2
3225,6341,120.398,8.178,6.30,2213,2
3226,5027,24.554,3.702,6.47,2214,2
3227,5176,28.497,3.107,6.12,2215,2
3228,9895,392.414,9.756,6.35,2216,2
3229,7112,170.221,8.743,6.74,1,125
3232,3648,151.779,7.182,6.86,2217,2
3236,3806,218.950,9.042,6.43,2218,2
3237,7037,141.316,8.671,6.65,1,125
3237,6992,134.328,7.139,6.44,1,125
3237,7275,71.849,4.072,7.04,1,125
3238,3239,0.799,0.980,7.54,2219,2
3241,4561,95.655,2.626,6.51,2220,2
3242,7540,41.414,9.753,6.75,2221,2
3243,3244,0.470,0.026,9.35,2222,2
3245,8128,152.948,8.967,6.68,2223,2
3246,7260,578.273,9.505,6.57,2224,2
3247,3856,105.935,9.892,7.35,2225,2
3248,8947,0.987,0.762,7.66,2226,2
3249,4865,181.506,7.693,6.32,3,114
3249,4519,190.952,6.746,6.15,3,114
3249,3250,0.400,5.796,7.45,3,114
3249,6764,194.058,7.972,6.42,3,114
3249,4081,159.357,6.261,6.94,3,114
3250,4519,191.331,7.783,6.08,3,114
3250,7813,229.308,9.635,6.41,3,114
3254,7642,2.432,6.109,7.29,28,9
3258,5162,181.434,9.778,6.26,2227,2
3259,3597,226.974,8.922,6.15,2228,2
3260,8036,102.018,8.688,6.07,2229,2
3261,6261,134.988,6.472,6.07,57,5
3266,3267,0.508,1.247,7.11,2230,2
3268,3278,1.808,5.083,7.18,2231,2
3269,5878,54.390,7.166,6.22,2232,2
3270,7739,207.795,9.961,6.10,2233,2
3272,6259,119.772,9.437,6.13,2234,2
3273,9407,0.236,1.584,8.77,2235,2
3274,10373,121.212,9.457,6.80,220,3
3277,3435,153.305,8.603,6.10,2236,2
3281,5039,129.817,9.354,6.02,2237,2
3282,3283,2.625,1.130,6.53,2238,2
3285,3783,71.776,9.956,6.15,2239,2
3286,5533,75.579,8.362,6.65,2240,2
3287,8450,100.802,8.285,6.62,2241,2
3288,9405,9.019,7.120,6.12,2242,2
3289,8477,0.153,7.162,6.04,2243,2
3290,6658,0.809,0.211,7.57,2244,2
3291,8747,185.566,8.965,6.45,45,6
3293,4641,243.277,7.271,6.08,60,5
3294,3307,22.906,3.925,6.32,2245,2
3296,3742,128.002,9.469,6.55,2246,2
3298,4414,373.440,7.248,6.19,2247,2
3299,3587,84.829,3.970,6.05,2248,2
3300,6107,115.779,9.572,6.46,2249,2
3302,3705,54.768,6.920,6.18,2250,2
3303,3304,0.322,0.249,6.22,2251,2
3305,3306,0.311,0.009,6.02,2252,2
3309,8430,119.037,9.167,6.65,2253,2
3310,4079,259.909,7.739,6.56,2254,2
3313,10069,77.482,4.555,6.02,2255,2
3314,9672,2.960,2.202,6.22,2256,2
3315,10186,278.480,5.168,6.61,2257,2
3316,6934,0.282,1.038,6.39,2258,2
3319,9365,58.385,8.628,6.20,2259,2
3320,9975,314.495,9.349,6.22,2260,2
3321,3322,0.867,0.363,6.84,2261,2
3323,6351,377.618,8.494,6.77,213,3
3324,10590,218.708,9.942,6.40,2262,2
3326,4864,314.938,6.257,6.05,2263,2
3328,7799,223.668,9.305,6.14,2264,2
3329,7581,69.032,5.620,6.18,2265,2
3330,9773,0.406,1.856,6.18,2266,2
3334,6792,64.536,7.188,6.47,2267,2
3335,3601,175.971,8.737,6.04,2268,2
3336,4423,104.866,9.338,6.12,83,4
3337,3551,133.367,8.004,6.01,84,4
3339,3470,78.237,9.638,6.26,221,3
3340,3343,20.603,9.944,6.05,2269,2
3342,4428,83.239,4.763,6.81,2270,2
3345,3346,0.865,0.155,8.03,222,3
3345,3347,2.441,0.786,7.81,222,3
3346,3347,1.660,0.632,7.68,222,3
3349,3386,2.603,2.945,7.69,2271,2
3353,9551,115.876,9.920,6.82,2272,2
3354,3452,274.772,9.937,6.14,85,4
3355,5488,161.649,7.954,6.20,223,3
3355,6795,82.595,3.922,6.36,223,3
3358,3516,217.169,4.023,6.52,2,118
3358,4377,118.255,1.703,7.49,2,118
3358,4370,230.120,4.293,6.12,2,118
3358,3359,14.265,0.319,6.59,2,118
3358,4222,411.647,7.995,6.27,2,118
3358,4324,266.248,4.813,6.07,2,118
3358,4038,117.660,2.193,7.14,2,118
3358,5493,163.169,2.211,6.73,2,118
3358,4406,288.916,4.840,6.36,2,118
3358,4517,329.542,4.695,6.01,2,118
3358,3396,178.988,3.306,6.38,2,118
3358,4413,263.155,5.106,6.32,2,118
3358,4313,218.342,3.143,7.59,2,118
3358,4055,380.086,5.516,6.15,2,118
3358,4080,305.868,5.363,6.29,2,118
3358,4272,163.889,2.681,6.37,2,118
3358,10121,81.360,1.556,6.96,2,118
3358,3372,38.209,2.462,7.66,2,118
3359,7062,630.377,8.816,6.39,2,118
3359,3796,189.726,2.746,6.40,2,118
3359,4089,502.615,6.685,6.58,2,118
3359,4068,317.719,5.487,7.17,2,118
3359,5493,169.318,2.239,7.46,2,118
3359,4338,130.875,3.466,8.80,2,118
3359,4478,268.147,3.541,7.04,2,118
3359,4341,115.470,4.248,7.35,2,118
3359,5886,393.038,7.071,6.03,2,118
3359,10121,71.737,1.285,6.37,2,118
3359,4272,178.124,2.703,6.70,2,118
3359,4056,408.477,5.602,6.77,2,118
3359,4038,126.630,2.113,6.59,2,118
3359,3372,24.344,2.174,9.06,2,118
3360,3850,88.523,6.111,6.37,2273,2
3361,5098,303.787,9.986,6.80,224,3
3362,10218,165.172,4.579,6.78,2274,2
3366,9814,92.534,8.465,6.90,2275,2
3367,3849,3.775,0.455,6.84,2276,2
3369,4126,300.920,8.654,8.05,2277,2
3370,8971,199.726,7.337,6.34,2278,2
3372,4395,408.116,8.158,6.13,2,118
3372,7062,641.574,8.789,6.48,2,118
3372,5886,399.212,6.097,6.21,2,118
3372,3796,212.744,3.043,6.50,2,118
3372,3918,466.789,6.392,6.29,2,118
3372,10121,53.496,1.464,6.02,2,118
3372,4338,150.724,2.236,7.98,2,118
3372,4478,271.593,3.999,7.41,2,118
3372,4341,134.523,2.594,7.17,2,118
3372,5493,175.442,2.955,7.87,2,118
3372,4056,425.585,5.796,6.77,2,118
3372,4272,201.868,2.848,6.84,2,118
3372,4068,336.824,4.825,7.27,2,118
3372,4089,519.695,7.917,6.57,2,118
3372,4038,138.475,2.057,6.23,2,118
3373,4497,151.434,3.473,9.29,2279,2
3374,10032,1.384,1.488,6.98,2280,2
3375,9802,0.270,3.564,6.87,2281,2
3377,3804,369.297,8.296,7.00,2282,2
3378,3379,0.185,4.692,6.30,2283,2
3380,7068,202.094,6.446,6.33,2284,2
3382,4002,218.987,7.318,6.86,2285,2
3383,3608,120.179,8.060,6.53,2286,2
3385,8950,192.183,6.608,6.01,3,114
3385,8635,197.180,6.593,6.58,3,114
3385,5148,256.840,8.427,6.15,3,114
3385,4637,161.720,6.762,7.08,3,114
3389,6264,134.578,9.977,6.00,2287,2
3390,8200,65.966,7.733,6.39,2288,2
3391,9888,170.340,8.677,6.48,2289,2
3392,4221,198.998,7.040,6.90,2290,2
3393,9514,151.729,9.209,6.31,2291,2
3395,3425,59.620,7.668,7.12,58,5
3396,3536,78.726,1.116,6.66,2,118
3396,4303,210.858,3.747,6.04,2,118
3396,4370,109.340,5.670,6.54,2,118
3396,4481,130.045,2.073,7.57,2,118
3396,4400,230.928,3.159,6.66,2,118
3396,3730,229.605,3.212,6.11,2,118
3396,4222,276.044,5.135,7.18,2,118
3396,4406,164.824,2.341,7.14,2,118
3396,4313,183.648,2.668,6.03,2,118
3396,4498,96.736,3.838,6.77,2,118
3396,4413,129.633,2.258,7.70,2,118
3396,4272,237.027,3.277,6.22,2,118
3396,4475,100.305,9.902,6.13,2,118
3396,4055,314.241,4.272,6.27,2,118
3396,10121,144.931,2.270,7.68,2,118
3396,3516,40.625,0.742,8.46,2,118
3396,4377,80.326,1.908,6.53,2,118
3396,4508,114.079,1.708,7.08,2,118
3396,5493,52.468,1.828,6.13,2,118
3396,4068,264.989,3.910,6.19,2,118
3396,4338,157.083,2.356,6.33,2,118
3396,4517,161.202,2.242,6.30,2,118
3396,4424,177.568,3.126,6.23,2,118
3396,3775,270.921,8.185,6.18,2,118
3396,5572,222.542,3.271,6.88,2,118
3396,4528,178.367,2.430,6.59,2,118
3397,3446,123.788,6.851,6.50,2292,2
3399,10546,79.076,5.572,6.65,2293,2
3400,10165,13.245,4.510,6.05,4,72
3402,4977,102.208,5.779,7.31,2294,2
3403,9645,5.195,7.920,6.53,2295,2
3404,6667,95.348,7.326,7.33,2296,2
3405,10541,13.078,5.634,6.34,2297,2
3406,5965,126.695,5.988,6.13,2298,2
3407,5705,52.318,3.376,6.88,2299,2
3408,5563,378.358,9.899,6.08,2300,2
3410,5065,65.866,0.376,7.81,225,3
3410,3411,0.965,0.020,6.75,225,3
3412,10247,0.284,5.341,6.89,2301,2
3415,4014,171.601,8.479,6.25,2302,2
3416,10465,172.238,3.830,6.45,2303,2
3417,7887,196.242,7.784,6.40,2304,2
3418,4990,87.926,7.357,6.21,2305,2
3419,10017,207.746,6.134,6.85,2306,2
3420,4749,55.603,6.197,6.92,2307,2
3421,8262,162.701,9.184,6.87,2308,2
3422,3423,0.078,7.830,6.80,2309,2
3424,3674,177.282,8.311,6.16,2310,2
3426,3467,89.712,6.847,6.34,2311,2
3427,4379,171.425,9.497,6.45,2312,2
3431,8787,42.905,9.837,7.25,2313,2
3433,3434,0.430,0.019,6.53,2314,2
3436,3437,0.842,4.113,6.14,2315,2
3440,4732,92.450,1.616,6.29,2316,2
3442,3689,115.462,9.439,6.03,2317,2
3443,8462,186.061,8.082,6.84,2318,2
3444,3751,144.716,9.247,6.32,29,9
3444,3773,192.194,7.730,6.21,29,9
3444,3920,187.585,8.546,6.35,29,9
3445,8472,221.216,6.917,6.74,2319,2
3447,7850,134.452,6.967,6.43,2320,2
3448,10544,129.169,8.907,6.38,2321,2
3449,3860,123.121,7.630,6.76,2322,2
3450,10455,0.188,9.373,6.63,2323,2
3451,3923,99.354,8.779,6.29,2324,2
3452,10047,236.822,8.575,6.01,85,4
3452,3453,0.342,7.207,6.97,85,4
3455,3605,71.746,9.602,7.53,2325,2
3457,10488,0.481,2.540,12.27,2326,2
3458,8058,105.942,4.526,7.32,2327,2
3459,3460,1.461,1.871,7.55,2328,2
3462,5230,74.477,9.462,6.07,2329,2
3463,10106,131.948,4.889,7.35,200,3
3466,5272,237.963,9.153,8.55,2330,2
3468,5984,62.271,8.763,6.15,2331,2
3470,7133,132.647,8.454,6.64,221,3
3471,3776,230.079,7.727,6.89,226,3
3472,3473,0.138,1.549,6.04,2332,2
3474,7125,146.686,5.803,6.71,2333,2
3475,6709,1025.050,9.049,6.72,2334,2
3476,4410,24.262,8.157,7.06,2335,2
3477,4625,174.377,8.943,6.51,53,5
3478,7653,0.236,2.159,8.00,2336,2
3479,5300,120.186,6.213,6.20,1,125
3479,10329,158.382,9.136,6.28,1,125
3479,6801,183.460,9.482,6.16,1,125
3479,5619,151.107,8.314,6.44,1,125
3479,6804,187.950,9.751,6.68,1,125
3480,7616,0.251,3.519,8.16,2337,2
3481,3482,1.060,8.874,6.54,2338,2
3487,5391,6.523,0.435,8.18,2339,2
3488,6392,87.459,6.873,6.09,2340,2
3490,7442,64.653,4.775,7.24,2341,2
3491,6570,108.997,5.361,6.55,2342,2
3492,3641,148.257,6.640,6.14,2343,2
3493,5365,189.124,8.483,6.52,0,151
3493,5458,116.555,6.751,7.44,0,151
3493,5634,182.686,7.358,6.64,0,151
3493,5370,171.651,7.701,6.67,0,151
3493,5371,173.598,7.136,6.83,0,151
3493,5373,179.708,9.055,6.56,0,151
3493,5375,196.807,8.665,6.82,0,151
3493,5639,194.117,8.062,6.98,0,151
3493,5380,206.737,9.094,6.58,0,151
3493,10371,96.166,3.977,6.41,0,151
3493,5329,192.224,9.855,6.60,0,151
3493,5644,218.960,9.033,6.73,0,151
3493,5646,181.920,7.384,6.41,0,151
3493,3883,71.452,5.093,6.36,0,151
3493,5649,193.949,8.539,7.19,0,151
3493,5291,213.770,9.041,6.52,0,151
3493,8389,193.058,9.149,6.24,0,151
3493,5294,232.913,9.429,6.40,0,151
3493,5686,224.917,9.428,7.14,0,151
3493,5345,190.995,7.713,6.09,0,151
3493,3854,35.162,6.731,6.40,0,151
3493,5256,143.532,8.495,6.69,0,151
3493,5257,151.217,9.249,6.81,0,151
3493,5668,217.688,9.668,6.26,0,151
3493,10063,170.014,6.918,6.02,0,151
3493,4121,125.786,5.197,6.92,0,151
3493,3905,55.019,4.021,7.17,0,151
3493,5518,169.407,6.833,6.22,0,151
3493,5497,162.136,7.728,6.27,0,151
3493,5419,235.269,9.710,6.80,0,151
3494,3845,258.344,6.341,7.26,2344,2
3495,3498,1.000,1.930,6.66,2345,2
3500,6657,256.854,6.563,7.49,2346,2
3504,5956,64.478,3.935,6.77,2347,2
3505,4703,144.707,6.667,6.10,2348,2
3507,10096,210.466,9.662,6.26,2349,2
3509,5863,116.168,8.587,6.14,2350,2
3510,3565,0.666,0.231,8.86,2351,2
3511,4265,1.259,0.664,7.59,2352,2
3512,4089,390.642,5.508,6.18,2,118
3512,8655,109.253,9.555,8.19,2,118
3512,3621,220.826,8.534,8.00,2,118
3513,4438,176.560,8.378,6.18,2353,2
3514,3515,0.221,1.057,7.72,2354,2
3516,7647,225.878,3.135,6.11,2,118
3516,4413,133.101,2.048,7.34,2,118
3516,4406,168.216,2.319,6.57,2,118
3516,4313,211.115,3.225,6.37,2,118
3516,4377,120.583,2.629,7.00,2,118
3516,4222,267.547,4.748,7.42,2,118
3516,4272,275.200,3.922,6.30,2,118
3516,4370,122.349,6.190,7.03,2,118
3516,10121,174.469,2.881,7.71,2,118
3516,4508,78.947,1.632,7.03,2,118
3516,5493,86.970,2.474,6.77,2,118
3516,3938,232.665,3.366,6.16,2,118
3516,7090,447.623,6.227,6.17,2,118
3516,4338,196.074,2.746,6.42,2,118
3516,4517,139.171,2.147,7.79,2,118
3516,7100,461.430,7.016,6.78,2,118
3516,3649,203.571,4.250,6.22,2,118
3516,4481,117.660,2.260,6.00,2,118
3517,5883,0.290,8.642,7.57,2355,2
3518,8055,22.770,4.091,6.14,2356,2
3519,10543,52.163,6.121,6.43,2357,2
3520,10140,47.729,9.230,7.08,2358,2
3521,3852,132.655,9.247,6.48,2359,2
3523,9530,0.128,0.167,8.30,2360,2
3524,3525,0.646,3.500,7.72,2361,2
3526,5660,456.832,8.730,6.05,2362,2
3527,10344,0.650,5.018,6.32,2363,2
3528,8756,343.253,7.616,6.16,227,3
3528,10031,434.827,8.555,6.69,227,3
3529,3530,0.116,1.148,7.12,2364,2
3531,4781,241.723,6.638,7.22,2365,2
3532,6384,128.504,7.913,6.41,2366,2
3535,4031,0.228,1.998,8.06,2367,2
3536,10121,180.706,2.844,6.21,2,118
3536,3615,99.877,1.705,6.52,2,118
3536,4400,259.647,3.553,6.29,2,118
3536,7647,227.278,3.174,6.08,2,118
3536,3730,192.513,2.669,7.72,2,118
3536,3938,218.629,3.118,6.46,2,118
3536,4481,153.218,2.505,6.64,2,118
3536,4498,114.916,3.665,7.20,2,118
3536,4413,176.490,2.670,6.14,2,118
3536,4424,195.383,3.511,6.64,2,118
3536,4272,315.436,4.389,6.18,2,118
3536,4475,143.285,9.725,6.09,2,118
3536,3649,157.246,3.987,6.58,2,118
3536,5572,258.544,3.846,6.05,2,118
3536,4528,165.340,2.307,7.99,2,118
3537,3655,179.337,9.867,6.53,2368,2
3539,7176,186.977,9.568,6.17,2369,2
3540,4243,30.882,3.037,8.15,2370,2
3542,3543,0.282,0.051,9.61,2371,2
3545,3707,5.860,1.021,7.94,2372,2
3546,5165,60.914,2.431,7.63,2373,2
3547,6234,327.605,7.549,6.85,2374,2
3548,9414,162.044,6.208,7.72,2375,2
3549,4545,104.131,6.770,7.20,2376,2
3551,4019,158.889,7.973,6.73,84,4
3552,3566,0.061,0.179,6.03,2377,2
3553,5416,86.637,5.280,6.25,2378,2
3554,3736,302.658,4.582,6.95,2,118
3554,7666,109.666,3.250,6.23,2,118
3554,3649,168.436,2.577,7.30,2,118
3554,3615,99.282,3.800,8.53,2,118
3554,3938,110.618,3.803,7.09,2,118
3554,4549,53.937,2.277,7.57,2,118
3554,4528,95.921,3.293,6.01,2,118
3557,10111,352.574,8.417,6.15,2379,2
3558,9213,155.727,7.349,6.12,2380,2
3559,4057,134.556,5.118,7.75,2,118
3559,4049,108.742,1.779,8.20,2,118
3559,3736,353.238,4.921,6.26,2,118
3559,4885,302.388,4.811,6.59,2,118
3559,7248,296.940,4.892,6.32,2,118
3559,4053,122.866,2.726,8.01,2,118
3559,7666,68.686,4.851,7.96,2,118
3559,3938,44.066,1.658,9.03,2,118
3559,3947,109.981,4.372,7.06,2,118
3559,3961,213.297,4.654,6.11,2,118
3560,8092,165.061,6.704,6.44,2381,2
3561,10287,411.983,8.185,6.01,86,4
3561,9678,332.408,8.409,6.37,86,4
3561,6051,496.927,8.912,6.81,86,4
3563,4298,108.282,7.376,6.60,2382,2
3564,9458,0.290,2.504,6.83,2383,2
3570,4035,36.555,6.585,6.49,2384,2
3571,3572,2.058,1.458,7.32,2385,2
3573,7107,103.487,5.705,6.42,2386,2
3574,9193,159.063,9.520,8.25,2387,2
3575,7655,140.409,8.943,7.20,2388,2
3576,10002,109.804,5.610,7.84,2389,2
3577,3582,23.612,6.902,7.75,2390,2
3579,4216,169.932,8.267,6.89,2391,2
3580,3656,63.282,4.575,6.48,2392,2
3583,10547,0.057,2.196,6.43,2393,2
3585,9520,94.042,7.821,6.98,2394,2
3586,10057,199.797,7.979,7.17,2395,2
3588,5552,91.028,7.994,6.57,2396,2
3590,10506,0.475,2.406,6.08,2397,2
3591,4096,186.057,9.169,6.89,2398,2
3592,3748,145.555,6.581,6.10,47,6
3593,3787,92.949,9.448,6.34,2399,2
3594,3596,0.363,1.785,7.04,2400,2
3598,6937,229.919,9.757,6.32,2401,2
3599,3892,3.251,2.635,7.14,2402,2
3600,3731,83.383,5.135,6.17,2403,2
3604,3651,48.429,7.533,6.87,2404,2
3606,10260,0.370,1.577,6.26,2405,2
3607,3754,63.352,8.650,6.28,2406,2
3609,7968,459.961,8.440,7.10,2407,2
3610,4046,0.464,3.946,6.12,2408,2
3611,7527,99.838,8.353,6.99,2409,2
3615,3730,193.235,2.970,6.34,2,118
3615,5635,456.406,7.804,6.29,2,118
3615,4885,228.569,3.174,6.30,2,118
3615,4498,186.266,5.047,6.58,2,118
3615,10121,258.817,3.476,6.36,2,118
3615,4053,107.837,4.000,6.26,2,118
3615,4422,244.403,4.769,6.18,2,118
3615,4549,153.075,6.076,7.10,2,118
3615,4057,132.371,3.623,6.99,2,118
3615,7666,199.674,6.966,6.30,2,118
3615,4424,249.325,3.542,6.25,2,118
3615,3636,76.928,2.149,7.43,2,118
3615,3938,173.813,2.330,7.67,2,118
3615,3961,124.698,5.407,6.15,2,118
3615,7261,475.851,7.970,6.42,2,118
3615,4394,345.772,4.627,6.30,2,118
3615,4528,193.403,2.658,6.01,2,118
3616,7843,266.317,4.705,6.33,2410,2
3618,7309,125.178,6.100,6.34,228,3
3618,4522,142.780,8.692,6.41,228,3
3621,8655,162.102,2.179,6.18,2,118
3622,3623,1.278,7.536,6.72,2411,2
3625,5038,421.400,7.806,6.21,124,3
3626,3700,2.343,0.059,6.52,2412,2
3627,4073,193.204,9.917,6.42,2413,2
3628,5062,60.374,3.927,6.16,2414,2
3629,3690,129.385,9.586,7.18,2415,2
3630,8280,166.725,7.230,9.46,2416,2
3631,3985,251.978,7.527,6.95,229,3
3631,5809,311.926,9.597,6.36,229,3
3632,5791,95.151,8.241,6.31,2417,2
3633,4047,5.843,3.474,6.60,2418,2
3634,3711,99.541,8.172,7.78,2419,2
3635,5900,0.483,0.675,8.76,2420,2
3636,4422,289.958,6.655,6.34,2,118
3636,7666,195.071,5.307,6.91,2,118
3636,7647,210.217,2.936,6.99,2,118
3636,3938,147.113,2.706,6.42,2,118
3636,4049,71.652,1.581,7.67,2,118
3636,4498,241.047,4.224,6.06,2,118
3636,4424,288.063,5.020,6.08,2,118
3636,4394,380.620,5.532,6.17,2,118
3636,4528,221.491,3.325,6.02,2,118
3638,3789,122.626,6.947,6.54,2421,2
3640,3757,104.659,6.377,6.18,2422,2
3642,4237,109.495,6.452,6.26,2423,2
3644,7270,239.648,8.815,7.74,2424,2
3645,4106,82.389,6.386,6.01,2425,2
3647,6630,123.329,6.049,7.18,2426,2
3649,7647,275.872,4.811,7.18,2,118
3649,3730,166.699,3.789,7.15,2,118
3649,3938,222.414,5.296,6.48,2,118
3649,3961,66.332,1.245,6.01,2,118
3649,3736,188.499,3.614,6.79,2,118
3649,4222,423.273,6.189,6.01,2,118
3649,7100,570.546,8.325,6.04,2,118
3649,4549,222.326,3.559,7.33,2,118
3650,3729,33.441,8.028,6.33,2427,2
3652,10566,92.819,3.425,6.90,2428,2
3653,3911,136.898,7.717,6.74,2429,2
3654,7649,62.593,5.503,6.02,2430,2
3657,9363,239.549,9.630,6.32,2431,2
3658,5170,116.129,4.747,6.37,2432,2
3659,10227,313.136,6.486,6.36,2433,2
3660,4612,105.883,7.551,6.19,2434,2
3661,8964,4.855,4.458,7.12,2435,2
3662,4730,139.842,6.202,6.47,2436,2
3663,3664,0.897,7.357,7.02,2437,2
3665,4570,67.929,7.412,6.36,2438,2
3666,6813,241.268,8.616,6.99,2439,2
3670,5476,351.354,9.845,6.20,2440,2
3671,6039,52.690,6.828,6.11,2441,2
3675,6380,40.919,3.195,6.19,2442,2
3676,9412,78.130,8.168,6.01,2443,2
3677,9371,144.073,7.658,7.57,230,3
3680,9522,37.768,8.087,6.38,231,3
3680,9573,55.799,5.644,6.48,231,3
3681,4537,66.556,8.282,6.17,2444,2
3682,7730,25.927,2.859,6.77,2445,2
3683,4297,114.435,7.743,6.09,2446,2
3685,5261,305.620,5.199,6.88,2447,2
3687,6115,128.955,6.494,6.10,2448,2
3688,7461,123.407,9.939,6.52,2449,2
3692,6675,193.822,7.285,6.69,2450,2
3693,10114,125.156,4.396,6.21,2451,2
3695,4206,297.821,8.822,8.01,2452,2
3696,4284,64.611,9.830,6.56,2453,2
3697,5916,0.215,3.690,7.50,2454,2
3701,3723,142.002,8.296,7.17,2455,2
3703,3704,0.084,5.752,6.46,2456,2
