id,size,mean_ra,mean_dec,mean_distance
749,2,19.301192,11.394988,149.021
750,2,244.978032,-66.387724,284.303
751,2,140.370970,60.430415,288.627
752,2,203.269571,-36.322457,63.133
753,2,3.084553,-2.403324,170.791
754,2,115.848404,-52.509065,261.556
755,2,289.650208,20.632769,132.390
756,2,298.657091,35.428722,120.326
757,2,153.854135,-35.968292,141.413
758,2,29.008041,30.809399,129.141
759,2,122.640817,69.631994,229.707
760,2,287.553887,8.682032,106.034
761,2,193.142855,-36.111995,354.555
762,2,121.126449,-0.830280,136.453
763,2,324.355698,10.025480,135.797
764,2,39.128564,-44.275333,118.044
765,2,92.165712,-43.042573,106.881
766,2,57.370806,6.463255,188.926
767,2,94.785357,-20.115275,104.187
768,2,167.402837,-70.076268,267.847
769,2,232.844414,-27.355701,154.547
770,2,53.152115,29.402024,270.802
771,2,163.153897,-71.384142,155.680
772,2,132.369547,-30.429284,96.522
773,2,164.139216,-36.325060,144.967
774,2,321.861475,-58.852834,283.662
775,2,99.281820,66.048434,209.107
776,2,43.313744,-12.076240,162.785
777,2,331.177335,-64.066841,373.973
778,2,301.313395,24.008061,102.443
779,2,176.287581,15.242398,84.537
780,2,70.713387,-6.648910,161.971
781,2,270.231431,26.548166,94.630
782,2,44.352156,0.984874,135.579
783,2,55.023432,7.619311,139.674
784,2,122.844909,71.241614,161.410
785,2,56.749173,6.746882,271.663
786,2,54.714227,29.085881,149.796
787,2,44.510309,-44.664344,111.769
788,2,273.603028,32.022107,164.324
789,2,252.728119,-1.190454,177.160
790,2,122.691895,75.833346,208.375
791,2,1.686255,24.060286,53.685
792,2,238.437960,-32.934747,217.903
793,2,250.894354,13.086513,184.956
794,2,238.673373,-42.453120,49.873
795,2,312.223788,52.178344,80.794
796,2,62.892799,54.239049,145.934
797,2,221.019959,-71.338247,226.869
798,2,250.815853,28.717903,144.592
799,2,226.989562,-23.173995,73.063
800,2,250.682846,13.609132,64.825
801,2,119.302350,-32.631512,152.682
802,2,229.969747,-8.645142,313.898
803,2,67.267425,-42.308159,167.583
804,2,55.694664,30.273791,177.476
805,2,102.611879,-30.675165,145.361
806,2,174.925284,44.368288,26.342
807,2,334.659396,71.796446,208.372
808,2,66.446869,24.526761,121.135
809,2,153.342939,-9.646854,128.466
810,2,320.048579,30.423695,188.266
811,2,54.589540,1.773384,163.555
812,2,51.676952,7.840993,133.655
813,2,110.519819,69.560472,97.366
814,2,18.594981,-62.625691,235.732
815,2,45.288557,-24.418631,147.343
816,2,53.215717,32.632001,120.604
817,2,172.756459,-29.560563,110.340
818,2,59.301901,-37.919279,69.044
819,2,345.518821,2.367299,92.997
820,2,219.309329,64.449012,208.312
821,2,135.676604,45.610097,144.905
822,2,356.755638,-49.871240,42.126
823,2,312.974116,45.738333,125.355
824,2,144.352641,-48.029549,275.584
825,2,344.165667,0.888783,131.880
826,2,171.999883,-37.129440,262.065
827,2,65.232694,55.514027,57.869
828,2,274.750441,-65.189738,198.562
829,2,251.787241,-83.446333,139.453
830,2,108.691577,-57.075172,150.174
831,2,5.038327,69.073385,309.205
832,2,229.200791,-23.386891,165.415
833,2,106.080565,-24.204104,205.465
834,2,143.868793,51.321726,76.712
835,2,106.839465,-9.193132,102.539
836,2,51.196501,45.257480,253.373
837,2,288.781663,-4.501527,62.091
838,2,319.945632,48.808041,85.430
839,2,332.122972,41.201285,132.045
840,2,298.494562,-48.627903,121.970
841,2,157.143658,-55.139412,124.685
842,2,55.937466,7.519423,202.101
843,2,232.934641,-7.587582,146.172
844,2,25.901412,36.288840,130.609
845,2,22.637452,44.245241,178.559
846,2,171.486853,-29.660968,219.912
847,2,343.588071,35.125932,275.172
848,2,215.153968,33.350557,107.402
849,2,49.373968,7.672956,46.581
850,2,99.641558,71.611650,247.166
851,2,45.859454,47.748321,207.076
852,2,322.026806,43.855200,98.546
853,2,211.208116,-66.820818,200.014
854,2,22.206802,13.547165,161.359
855,2,30.600396,47.122825,63.950
856,2,342.465324,34.224301,262.427
857,2,302.578338,-67.022294,108.192
858,2,73.689780,-51.341265,244.324
859,2,238.516474,-74.556161,112.741
860,2,181.394789,49.268665,158.683
861,2,140.886935,-46.038140,108.308
862,2,137.159000,-46.202409,297.884
863,2,334.125454,42.451340,148.017
864,2,236.443569,65.779228,111.782
865,2,40.618954,-37.383823,71.844
866,2,119.890207,-28.274528,219.893
867,2,169.949405,-55.867964,202.553
868,2,279.388303,34.367771,143.612
869,2,358.275647,-44.623120,106.504
870,2,114.498570,-58.033176,209.262
871,2,346.118278,-71.378547,166.187
872,2,213.822116,-71.388338,237.568
873,2,353.224622,64.214749,180.422
874,2,30.196304,-64.138378,179.363
875,2,233.083521,7.573667,120.548
876,2,343.682840,35.918886,255.410
877,2,241.573515,64.609344,300.445
878,2,168.065072,-44.789434,222.756
879,2,281.376005,45.902711,102.260
880,2,63.102389,72.913578,22.901
881,2,47.442881,-39.646258,184.594
882,2,146.651561,41.576108,143.652
883,2,71.187630,-51.485430,90.325
884,2,134.853218,53.971564,96.299
885,2,43.040543,-10.401834,81.653
886,2,15.323310,-19.529760,80.995
887,2,16.065586,-17.224623,91.716
888,2,146.691777,45.593835,156.286
889,2,318.610582,61.428828,230.460
890,2,246.300841,-28.797734,159.250
891,2,262.239590,-67.735967,348.982
892,2,267.533135,39.393132,171.524
893,2,139.020512,-54.805510,105.586
894,2,293.238767,-4.574566,230.327
895,2,102.884876,-77.132559,177.666
896,2,256.763309,43.657964,139.718
897,2,221.167995,-26.011418,110.318
898,2,320.486887,-65.795570,197.293
899,2,180.734751,-5.646407,152.745
900,2,41.781943,35.982625,160.402
901,2,225.639011,-44.085688,136.827
902,2,212.347307,63.266172,104.530
903,2,223.411172,-47.697483,278.843
904,2,307.125892,-46.323624,141.882
905,2,249.420085,15.590551,105.790
906,2,74.473939,-18.526257,214.474
907,2,339.568029,72.930088,192.654
908,2,6.051949,70.397787,157.765
909,2,274.348016,-61.491928,139.659
910,2,249.037816,-24.937069,95.046
911,2,352.775266,22.484647,171.541
912,2,52.082701,-13.383993,175.934
913,2,229.230855,-10.190835,65.710
914,2,91.063322,-36.530286,82.917
915,2,224.882119,45.456521,33.938
916,2,49.802583,51.033000,212.016
917,2,144.041541,37.540718,38.544
918,2,243.665303,23.251861,38.876
919,2,48.670039,-38.482715,146.402
920,2,246.801410,-25.427579,147.596
921,2,166.277295,-58.724795,430.872
922,2,192.091168,81.572972,101.142
923,2,94.815398,-39.559625,221.548
924,2,327.770704,58.492434,218.010
925,2,51.232095,-39.924672,231.834
926,2,235.773914,-42.228242,153.418
927,2,254.563495,1.279095,181.105
928,2,196.506294,-39.946362,93.242
929,2,156.754598,-10.356635,79.164
930,2,29.105120,30.444023,190.793
931,2,98.202424,-54.715406,181.086
932,2,131.391212,-66.422986,302.974
933,2,298.837381,-46.972853,70.227
934,2,171.475505,-32.697676,147.591
935,2,201.303281,-53.337301,104.263
936,2,52.597739,9.698659,136.445
937,2,38.423447,-34.350822,101.830
938,2,213.100420,32.995745,88.365
939,2,68.308327,-21.169675,76.195
940,2,291.750297,9.272943,114.678
941,2,3.513000,40.534969,120.533
942,2,167.721318,64.876774,144.033
943,2,66.224679,-77.684505,63.901
944,2,260.171356,34.123360,158.658
945,2,30.830434,31.442689,109.049
946,2,333.743592,42.913665,82.384
947,2,311.652565,35.067826,220.183
948,2,36.858474,-48.226741,186.143
949,2,311.169256,-72.165419,144.799
950,2,146.571557,-35.452195,127.862
951,2,51.786640,-10.519480,132.510
952,2,300.823001,-42.674429,270.423
953,2,258.194437,-67.736145,197.656
954,2,10.093658,59.395041,135.368
955,2,72.017511,-49.688638,188.148
956,2,293.147549,47.770797,122.301
957,2,146.007851,50.201461,90.279
958,2,244.948287,-72.775836,226.662
959,2,319.065576,-48.452616,149.808
960,2,244.178176,67.247904,10.730
961,2,110.419762,-26.967966,271.644
962,2,262.959977,27.381855,185.766
963,2,68.818862,71.528517,159.004
964,2,70.585283,-2.054253,280.464
965,2,155.459882,-47.763288,349.331
966,2,132.580975,25.968423,42.707
967,2,330.423962,-11.993199,54.630
968,2,11.753326,21.888956,126.745
969,2,234.244362,-56.386375,84.604
970,2,168.484152,-59.490963,464.195
971,2,297.119175,-41.522738,93.912
972,2,339.736794,71.591040,97.554
973,2,331.276812,74.025240,123.843
974,2,108.695064,61.038464,192.825
975,2,87.396668,-15.479831,156.713
976,2,345.767978,43.911878,91.456
977,2,189.255679,-36.861932,162.840
978,2,140.661427,50.603846,65.550
979,2,246.386018,-59.431710,116.847
980,2,231.995903,29.532256,78.062
981,2,231.130783,-56.490526,171.168
982,2,67.317345,72.378850,117.078
983,2,302.401866,19.304051,230.537
984,2,226.135428,-69.084560,191.870
985,2,69.247918,46.671359,116.829
986,2,15.786878,59.837633,122.745
987,2,19.992969,68.101107,148.781
988,2,354.988989,64.313171,94.155
989,2,218.290129,-13.065133,85.218
990,2,19.855520,45.600720,170.420
991,2,288.612912,10.060409,170.408
992,2,107.352256,-57.499131,133.451
993,2,28.210115,60.909278,206.933
994,2,139.975753,51.144261,227.996
995,2,346.848863,43.378341,139.604
996,2,47.084597,10.309326,189.675
997,2,259.530957,59.579569,140.733
998,2,63.884630,-76.312866,147.406
999,2,126.670968,39.031232,84.367
1000,2,220.976064,-44.331515,103.168
1001,2,66.385672,-4.725638,155.210
1002,2,315.543365,-45.125204,170.338
1003,2,226.464965,32.283599,221.215
1004,2,268.094692,27.953843,295.552
1005,2,167.623730,-55.665843,193.132
1006,2,272.713793,-68.053290,91.069
1007,2,320.685918,-64.837474,218.044
1008,2,109.796822,-13.059882,150.608
1009,2,10.851690,22.812890,200.680
1010,2,107.785296,63.293409,219.153
1011,2,106.756561,38.379683,41.520
1012,2,155.825113,-63.581055,108.185
1013,2,26.515773,7.522907,104.015
1014,2,119.218348,5.190287,157.202
1015,2,325.484283,58.589485,84.322
1016,2,92.379843,-36.370438,209.277
1017,2,95.890076,12.663156,160.652
1018,2,335.614636,75.328876,90.828
1019,2,304.629800,-43.149003,177.269
1020,2,337.482295,73.354065,126.736
1021,2,292.587794,11.469621,122.223
1022,2,105.113991,-5.860992,245.441
1023,2,95.309059,-16.450658,190.500
1024,2,151.350673,48.983625,141.857
1025,2,255.242358,41.848691,123.698
1026,2,51.469888,-37.338377,225.818
1027,2,51.966403,31.600284,180.980
1028,2,91.821359,-36.857493,216.318
1029,2,321.001781,-11.311779,91.275
1030,2,201.335414,42.695154,48.448
1031,2,175.604908,39.572767,92.476
1032,2,356.982617,-42.667900,201.484
1033,2,206.863993,33.722920,222.362
1034,2,158.139867,-72.435026,70.974
1035,2,165.543687,9.895059,125.446
1036,2,288.429854,10.345140,113.164
1037,2,151.745837,-75.022868,180.737
1038,2,210.886881,-56.718424,171.714
1039,2,0.333559,-70.188442,218.410
1040,2,232.316896,80.449880,21.760
1041,2,353.174354,57.514868,164.848
1042,2,273.253545,28.252577,82.732
1043,2,293.015556,-14.928512,130.549
1044,2,306.225968,33.425499,252.569
1045,2,220.906881,76.885380,34.729
1046,2,48.430821,3.887541,167.548
1047,2,289.263882,9.341398,357.188
1048,2,137.156582,-48.687760,117.123
1049,2,96.090430,-16.224498,133.649
1050,2,237.996649,-39.613855,233.651
1051,2,161.987437,-51.870950,79.789
1052,2,25.919994,29.324163,195.690
1053,2,126.178609,-57.178402,189.234
1054,2,338.372382,74.678564,235.554
1055,2,204.781969,-65.811786,176.738
1056,2,168.602009,28.063729,66.726
1057,2,163.440573,-32.530286,81.636
1058,2,205.576058,-38.619531,164.864
1059,2,357.355931,60.636750,300.954
1060,2,159.908538,-71.230696,119.391
1061,2,286.585898,-0.639201,108.157
1062,2,101.546502,-24.198235,123.030
1063,2,257.815734,58.054040,149.701
1064,2,222.826564,-61.562529,136.818
1065,2,140.888290,-58.100731,226.164
1066,2,274.100600,-1.150755,162.986
1067,2,15.594969,-14.859869,271.326
1068,2,45.983432,12.063251,102.395
1069,2,242.699908,65.196883,258.001
1070,2,204.812559,-48.998522,156.285
1071,2,125.301636,37.966131,216.026
1072,2,162.970447,-7.181667,145.654
1073,2,280.434601,27.172950,162.829
1074,2,71.230685,7.401594,44.004
1075,2,56.357015,-40.181350,98.125
1076,2,248.499497,-23.898450,93.633
1077,2,248.936189,-34.962397,145.871
1078,2,264.945486,-67.837504,137.852
1079,2,95.027639,-23.099752,160.054
1080,2,97.075835,-37.619110,149.159
1081,2,181.103250,-39.722622,68.020
1082,2,257.381326,-46.513336,132.120
1083,2,74.496879,-47.619962,206.433
1084,2,101.623118,-22.926029,167.700
1085,2,239.134087,57.282262,239.460
1086,2,269.092520,28.763912,123.244
1087,2,102.428840,-24.075223,220.368
1088,2,289.320941,-16.629570,360.393
1089,2,148.414531,53.422215,138.407
1090,2,259.195479,22.022495,397.479
1091,2,20.468194,69.181862,330.739
1092,2,38.652828,30.807529,178.419
1093,2,147.033087,56.571811,91.493
1094,2,282.518581,25.463409,196.783
1095,2,90.341374,17.481820,199.280
1096,2,21.525776,46.592533,188.495
1097,2,62.742678,-4.312993,119.952
1098,2,26.884706,32.937944,104.063
1099,2,277.747962,-57.785673,197.244
1100,2,226.723228,9.604496,175.099
1101,2,51.975115,-10.640622,122.217
1102,2,224.671090,-22.401845,118.176
1103,2,141.890469,-35.854814,144.448
1104,2,73.122558,-47.765502,83.919
1105,2,294.538089,44.156766,230.409
1106,2,62.209377,-3.218313,132.335
1107,2,316.944888,-57.034209,183.565
1108,2,262.756250,59.668205,71.475
1109,2,269.851851,29.489963,169.750
1110,2,81.506598,28.796727,60.520
1111,2,209.547979,-62.927933,507.001
1112,2,292.663833,-1.117767,140.626
1113,2,293.031958,21.718422,299.579
1114,2,198.145179,44.205174,78.987
1115,2,95.585000,-15.500913,179.503
1116,2,26.906232,31.429036,92.270
1117,2,26.257871,-49.828348,332.444
1118,2,299.736181,3.962871,158.367
1119,2,131.320994,-36.991458,162.212
1120,2,145.346080,48.806654,110.600
1121,2,194.126068,-72.997499,67.534
1122,2,181.055403,58.503643,182.361
1123,2,317.200355,61.294294,47.068
1124,2,229.188107,33.154729,156.660
1125,2,115.738078,-19.552645,125.509
1126,2,241.858308,-38.354727,85.568
1127,2,144.765207,47.232509,242.152
1128,2,51.652337,-33.910859,196.921
1129,2,285.651513,22.674521,62.190
1130,2,130.534270,-65.207945,203.626
1131,2,180.423361,6.203611,123.179
1132,2,16.175866,69.320107,248.639
1133,2,128.402335,-65.016303,198.939
1134,2,277.648243,-63.810760,288.311
1135,2,219.583929,36.540415,131.406
1136,2,39.077409,8.912065,105.989
1137,2,86.506854,72.461670,291.215
1138,2,194.374159,18.685414,73.871
1139,2,256.571519,30.465940,81.859
1140,2,233.140973,40.001470,47.308
1141,2,282.464782,21.995999,26.732
1142,2,297.444173,44.669619,98.864
1143,2,23.129913,-54.326953,146.994
1144,2,100.880186,-30.544074,296.433
1145,2,12.952213,-82.484302,255.186
1146,2,300.342812,27.249826,249.999
1147,2,302.956044,-37.630654,45.486
1148,2,352.669674,5.247904,201.508
1149,2,84.965727,70.356128,287.622
1150,2,308.452111,71.837610,114.284
1151,2,153.872368,-5.466780,247.695
1152,2,39.944017,0.927619,110.834
1153,2,158.440242,-63.587154,171.999
1154,2,257.791792,24.245182,82.580
1155,2,8.906289,-47.592060,270.115
1156,2,53.458291,-6.894364,243.385
1157,2,322.675286,-64.127082,119.881
1158,2,151.667746,-50.464968,251.658
1159,2,341.248211,72.914484,102.855
1160,2,124.410287,-42.725695,194.040
1161,2,142.538984,48.242479,198.309
1162,2,109.810457,-15.026423,142.436
1163,2,111.735851,-25.855490,268.376
1164,2,53.414096,-7.421971,164.219
1165,2,302.486712,38.776468,171.825
1166,2,101.864927,-19.009203,91.928
1167,2,276.337055,38.464094,98.692
1168,2,316.392728,-31.492774,170.529
1169,2,332.004406,-21.658775,67.670
1170,2,67.487574,72.406769,145.190
1171,2,227.057046,-28.379360,112.690
1172,2,305.398295,39.224415,54.571
1173,2,154.528969,-3.490668,164.752
1174,2,205.081480,-41.943803,205.563
1175,2,146.972540,-57.654272,92.139
1176,2,340.839424,-43.200380,78.047
1177,2,24.408376,-42.184803,116.669
1178,2,241.962393,11.976185,99.049
1179,2,75.577984,70.631424,232.524
1180,2,268.714903,10.709997,203.365
1181,2,65.638691,-3.730209,209.131
1182,2,193.107538,24.168519,44.663
1183,2,194.204442,19.226014,130.806
1184,2,111.118831,-55.007041,84.488
1185,2,267.495412,41.957813,110.174
1186,2,290.878041,-54.899348,142.691
1187,2,156.531848,-64.277737,147.145
1188,2,180.456259,76.650820,126.889
1189,2,162.590373,-41.288312,91.994
1190,2,325.922778,-75.375677,118.214
1191,2,243.395475,-66.816140,490.596
1192,2,138.597365,-48.260254,179.490
1193,2,244.348513,-59.786391,333.863
1194,2,300.927747,-38.841284,191.596
1195,2,25.044377,32.610112,94.146
1196,2,110.627704,-29.554572,130.767
1197,2,293.956995,-42.876474,129.932
1198,2,309.936328,60.253287,272.785
1199,2,358.009636,59.710311,106.893
1200,2,202.239054,-79.769559,68.760
1201,2,210.255915,-62.254489,134.236
1202,2,176.011484,-16.235832,97.725
1203,2,255.592437,53.562020,152.622
1204,2,9.011709,-20.593186,155.310
1205,2,96.977104,-25.495267,167.009
1206,2,69.178371,-50.150855,195.213
1207,2,178.206434,34.255715,82.414
1208,2,125.982607,-14.705344,72.676
1209,2,21.270532,69.287800,90.403
1210,2,50.015244,-28.819226,35.825
1211,2,2.771588,-67.702964,86.060
1212,2,327.404218,51.226442,254.772
1213,2,70.850369,5.260568,184.071
1214,2,343.132235,6.530542,59.680
1215,2,205.342967,16.293826,262.012
1216,2,60.202298,55.932925,142.685
1217,2,210.396906,-39.528792,89.022
1218,2,92.821377,13.720755,216.563
1219,2,143.342652,50.588250,153.766
1220,2,332.762803,30.401691,126.522
1221,2,200.962892,49.276253,171.205
1222,2,227.501346,-19.531205,58.320
1223,2,87.859061,-65.752998,104.743
1224,2,202.458988,50.772038,133.818
1225,2,303.060344,44.908935,254.449
1226,2,312.322520,20.431045,166.532
1227,2,320.166360,51.098435,117.662
1228,2,247.871693,-13.622121,40.595
1229,2,142.133428,53.735958,97.717
1230,2,209.109902,-49.890988,120.022
1231,2,103.125919,59.654795,103.095
1232,2,61.224113,-35.840405,84.509
1233,2,279.543376,-63.381241,129.900
1234,2,16.931650,30.327156,215.491
1235,2,22.485346,49.229172,287.805
1236,2,75.054985,72.542235,225.817
1237,2,6.683917,24.351716,216.130
1238,2,178.255133,-27.317969,78.946
1239,2,345.444242,5.172161,50.759
1240,2,93.600420,-11.367257,195.016
1241,2,83.634248,-17.708350,124.252
1242,2,147.825434,49.675224,259.278
1243,2,97.693892,5.205081,46.238
1244,2,138.527589,-45.447870,331.852
1245,2,132.402440,-28.385472,166.256
1246,2,211.300446,-60.953979,76.068
1247,2,358.412911,-27.253888,153.805
1248,2,28.543413,-45.288680,108.055
1249,2,353.590255,43.535207,284.106
1250,2,236.579614,13.764413,125.053
1251,2,37.394180,24.008385,65.695
1252,2,114.180552,38.750279,216.405
1253,2,145.927250,54.227840,99.463
1254,2,198.250001,46.903547,76.861
1255,2,322.131330,-43.587569,100.416
1256,2,138.824503,35.176098,40.596
1257,2,193.806116,34.688240,58.059
1258,2,336.718800,-48.342685,148.697
1259,2,295.879659,48.882621,87.210
1260,2,156.484494,-1.868026,72.444
1261,2,131.902399,-28.372557,100.017
1262,2,155.920480,-55.991101,356.072
1263,2,303.849604,-6.898841,41.580
1264,2,254.724775,1.889060,253.194
1265,2,333.902277,-60.813664,259.282
1266,2,41.903818,10.228165,161.262
1267,2,270.708625,-0.777509,77.464
1268,2,289.741697,21.594290,266.889
1269,2,91.090058,44.268623,33.941
1270,2,170.479563,-43.769096,337.369
1271,2,43.219823,10.669048,138.066
1272,2,284.613029,-37.735020,142.140
1273,2,245.884770,-20.310339,109.491
1274,2,4.239157,-66.833979,76.772
1275,2,224.995317,-2.315614,192.308
1276,2,290.579375,22.381624,205.191
1277,2,204.411855,-41.177459,127.530
1278,2,202.424175,-41.054945,353.448
1279,2,88.844262,51.803042,212.655
1280,2,63.931239,4.371591,125.751
1281,2,211.537854,-12.173909,184.564
1282,2,234.588907,-6.343219,354.111
1283,2,331.500589,41.592229,226.469
1284,2,175.879912,-53.061538,222.065
1285,2,35.858504,-6.244909,131.556
1286,2,143.146354,69.563636,400.452
1287,2,246.982951,-52.632206,211.288
1288,2,61.232791,60.023005,187.990
1289,2,104.397571,70.515649,52.687
1290,2,180.022049,-22.149669,54.891
1291,2,100.369335,-30.357971,177.027
1292,2,83.851614,71.889537,176.915
1293,2,115.555563,-54.671381,226.272
1294,2,67.575639,-3.384552,183.999
1295,2,209.299840,-62.397691,226.753
1296,2,312.122004,62.036797,196.192
1297,2,41.631623,-18.900152,108.207
1298,2,47.622086,-52.752134,129.308
1299,2,146.264817,-36.044720,274.159
1300,2,271.989396,43.444520,273.652
1301,2,256.975470,-67.368992,84.329
1302,2,317.045274,38.489111,114.285
1303,2,205.150208,-39.097885,130.042
1304,2,286.255086,11.262403,100.481
1305,2,235.903916,69.241302,91.404
1306,2,170.577997,-55.568231,200.089
1307,2,332.213642,30.375705,70.955
1308,2,53.066560,-7.090234,104.427
1309,2,95.913403,28.409512,126.278
1310,2,336.721910,52.136003,299.685
1311,2,262.891503,84.158967,191.495
1312,2,218.852547,8.065428,53.508
1313,2,310.761129,61.241499,61.368
1314,2,283.080301,-55.576806,66.799
1315,2,154.153922,-72.571333,147.688
1316,2,196.916396,24.015483,37.518
1317,2,287.355358,39.190205,27.537
1318,2,240.130702,-56.786637,206.458
1319,2,87.193846,75.131002,162.993
1320,2,166.916048,-8.402702,104.863
1321,2,325.046900,-18.432609,100.815
1322,2,60.573623,-66.556629,217.886
1323,2,73.508796,15.587712,117.014
1324,2,117.449652,-27.738462,124.718
1325,2,92.920311,1.765717,305.256
1326,2,110.675187,-14.293714,170.804
1327,2,304.393718,-15.830339,111.585
1328,2,55.954457,16.668344,17.218
1329,2,247.806928,-44.179164,101.243
1330,2,147.484460,-34.114328,162.216
1331,2,106.550011,64.970236,92.386
1332,2,352.601225,40.535569,207.703
1333,2,295.619631,17.427742,100.445
1334,2,56.993255,-29.554004,159.641
1335,2,335.493563,31.371784,101.891
1336,2,162.538374,56.247254,152.266
1337,2,154.796478,-64.361455,180.586
1338,2,148.805838,24.694300,69.705
1339,2,39.584381,-46.328706,429.158
1340,2,189.195697,-21.487266,273.166
1341,2,167.152847,-38.258752,56.556
1342,2,176.101010,-73.636647,77.876
1343,2,203.851705,59.915981,89.854
1344,2,24.004635,35.673046,65.012
1345,2,223.764580,-64.428135,101.876
1346,2,99.067811,-26.122748,182.616
1347,2,229.796842,-33.545190,169.418
1348,2,105.084882,7.011528,71.498
1349,2,356.420906,18.068817,144.658
1350,2,61.907994,-31.996563,104.050
1351,2,39.548543,-79.617129,149.858
1352,2,334.506139,49.371067,343.569
1353,2,41.607279,30.261395,135.762
1354,2,40.862641,-46.280530,136.708
1355,2,15.187371,29.722417,48.014
1356,2,277.229053,4.357664,131.368
1357,2,65.230644,70.387737,163.051
1358,2,125.688097,34.068109,79.219
1359,2,346.356769,-70.257015,228.000
1360,2,55.059814,21.466904,83.400
1361,2,270.838910,-35.183321,201.008
1362,2,1.487096,-20.651354,170.433
1363,2,337.475905,-18.897941,181.384
1364,2,67.109021,70.751942,193.899
1365,2,109.628566,-12.406814,186.176
1366,2,113.976233,-54.666307,239.973
1367,2,216.697634,50.753793,180.887
1368,2,11.888165,27.146148,175.799
1369,2,128.962449,6.620927,25.916
1370,2,258.645486,5.096836,130.795
1371,2,92.911609,15.192154,203.004
1372,2,224.647470,-5.570120,189.243
1373,2,258.961642,50.195327,103.799
1374,2,145.562443,-33.448964,228.167
1375,2,59.733877,-56.217611,368.530
1376,2,196.089226,9.898068,127.607
1377,2,156.044495,-54.363744,208.678
1378,2,315.609003,47.185238,69.773
1379,2,327.923691,-18.196979,70.334
1380,2,66.474087,71.161129,122.904
1381,2,105.190949,-34.079538,184.830
1382,2,57.424233,46.271359,140.099
1383,2,111.912374,-67.757660,138.840
1384,2,90.975855,-14.783527,54.414
1385,2,266.156076,-76.154254,130.316
1386,2,169.923579,-37.039684,47.465
1387,2,113.644201,-53.294153,191.779
1388,2,309.068119,-13.993394,79.472
1389,2,157.222529,42.653592,224.181
1390,2,289.840742,27.840306,89.575
1391,2,256.744842,70.219584,142.634
1392,2,194.831464,6.507521,92.962
1393,2,172.986200,62.610844,327.292
1394,2,183.248846,16.931594,75.843
1395,2,66.920758,5.507447,142.014
1396,2,204.399672,-10.804043,65.630
1397,2,224.680821,-5.593801,126.052
1398,2,16.694097,40.831009,41.752
1399,2,281.630477,39.198658,217.498
1400,2,172.204838,-4.656570,39.077
1401,2,231.282264,-45.184603,222.600
1402,2,142.433526,57.056056,253.467
1403,2,89.111373,-35.389403,152.396
1404,2,67.738291,71.683706,177.545
1405,2,210.744789,43.047679,187.819
1406,2,66.500137,6.066519,100.767
1407,2,99.753873,-17.829718,143.427
1408,2,173.448576,-5.637471,171.088
1409,2,97.702291,-26.487250,76.763
1410,2,348.542519,31.716863,115.836
1411,2,104.850110,13.419957,113.894
1412,2,237.021232,-25.622354,151.292
1413,2,113.748217,-29.193628,95.999
1414,2,335.546692,-62.338947,166.548
1415,2,67.752345,72.240542,127.670
1416,2,324.179116,-54.714054,136.630
1417,2,288.423897,47.586220,207.187
1418,2,5.128356,-64.858790,233.189
1419,2,101.483854,68.968149,237.145
1420,2,122.397471,31.547872,124.459
1421,2,6.333489,-64.213003,263.565
1422,2,31.408321,0.523483,200.105
1423,2,301.523254,-6.634376,98.242
1424,2,144.162408,57.453075,287.316
1425,2,315.882807,30.987662,193.104
1426,2,227.933944,-5.478792,148.862
1427,2,190.812337,9.963223,180.259
1428,2,179.053136,-28.342709,67.314
1429,2,99.289968,-18.209369,192.641
1430,2,335.490923,38.968102,283.206
1431,2,101.201993,-15.804509,80.147
1432,2,89.918028,-35.588379,173.886
1433,2,326.141677,-42.083352,54.442
1434,2,220.547643,36.169765,146.692
1435,2,44.549346,33.865597,40.872
1436,2,79.895903,-7.040225,161.990
1437,2,39.580618,63.374859,56.462
1438,2,312.998105,-47.685549,87.424
1439,2,152.643207,-54.412713,145.367
1440,2,344.169240,-44.972366,121.522
1441,2,204.736429,-7.258995,106.214
1442,2,225.121326,-2.080162,226.094
1443,2,226.056921,41.052108,167.571
1444,2,235.851418,-75.331074,208.342
1445,2,192.528959,52.068973,162.142
1446,2,311.175855,-41.919104,348.651
1447,2,322.750944,68.855327,168.933
1448,2,36.775395,63.003990,108.952
1449,2,245.089871,-58.277332,131.961
1450,2,21.510307,73.658429,150.032
1451,2,23.340456,-64.861908,147.008
1452,2,105.230150,36.918657,120.916
1453,2,85.217967,32.917261,68.165
1454,2,222.132861,38.919804,112.977
1455,2,25.512694,-42.212801,239.839
1456,2,324.990697,-54.810461,42.298
1457,2,153.156027,-11.326070,215.157
1458,2,327.016717,41.657888,175.453
1459,2,76.290747,-4.684899,51.781
1460,2,285.009634,-74.368598,206.317
1461,2,25.668866,-37.535965,98.202
1462,2,154.062868,-54.987604,136.074
1463,2,116.979268,-53.040759,140.215
1464,2,17.593289,39.698969,184.694
1465,2,209.781204,-39.776241,121.589
1466,2,202.711338,-39.488987,127.441
1467,2,356.726928,12.658954,106.071
1468,2,104.144919,-22.642508,264.401
1469,2,37.062396,60.867179,150.083
1470,2,202.198787,82.215969,120.755
1471,2,67.983648,9.710608,108.980
1472,2,150.966414,-15.811752,189.411
1473,2,139.090887,57.545071,51.906
1474,2,231.920206,39.484993,336.155
1475,2,325.342294,-54.577837,100.869
1476,2,146.245455,19.686028,118.892
1477,2,162.227860,-68.884349,132.163
