Title: Co-moving stars in Gaia DR1:
  An abundance of very wide separation co-moving pairs
Authors: Semyeong Oh, Adrian M. Price-Whelan, David W. Hogg,
  Timothy D. Morton, David N. Spergel
Table: Catalog of candidate co-moving pairs
================================================================================
Byte-by-byte Description of file: datafile1.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label      Explanations
--------------------------------------------------------------------------------
   1- 19 I19    ---     sourceid1  Gaia source id of star 1
  21- 39 I19    ---     sourceid2  Gaia source id of star 2
  41- 44 F4.1   pc      Sep        separation between star 1 and 2
  46- 49 F4.1   ---     lnL1/L2    natural log of likelihood ratio
  51- 53 I3     ---     NCC        size of the connected component that the pair belongs to
  55- 58 I4     ---     IDCC       unique id of the connected component that the pair belongs to
  60- 63 I4     ---     IDMWSC     id of the closest Milky Way star cluster
  65- 69 F5.1   pc      dMWSC      distance to the closest Milky Way star cluster
  71- 72 A2     ---     OBAssc1    [A-L]? id of the OB associations if matched for star 1
  74- 75 A2     ---     OBAssc2    [A-L]? id of the OB associations if matched for star 2
--------------------------------------------------------------------------------
6013074507847820672 6013755552218233216  9.1  6.3  14   18 2149 104.8 H  H  
5370831486679256192 5371813625441327232  8.3  7.5   2 4448 1720  79.8 H  H  
  64929391436043264   66715273197982848  8.3  6.0 151    0  228  10.2 H  H  
5863352463301565952 6061991264774658432  8.4  7.1 114    3 1578  35.4 H  H  
6071169128847027456 6075374898258416000  9.5  7.1 114    3 1578  38.3 H  H  
 531563569374740096  531839718592807808  2.8  7.2   2  987  286  50.9 H  H  
  51619115986889472   64979728452744192  7.0  7.0 151    0  228   9.9 H  H  
3730531077735844736 3730977376378094464  6.0  8.8   2 4142 1605  45.4 H  H  
 243137067835529344  441493775848573440  7.1  6.3 125    1  210   4.9 H  H  
4388330401728932608 4393784426078187648  9.0  6.5   2 1370 2132  56.5 H  H  
  64053561704835584   66555981449928832  5.1  7.5 151    0  228   7.8 H  H  
1668282842431808256 1672408897253798912  6.5  6.5   2 2708 1803  52.1 H  H  
  66789868189090816   66798492484311936  0.6  7.1 151    0  228   2.8 H  H  
  65199974375696512   65292230272755200  6.8  7.4 151    0  228   1.4 H  H  
1891293624798103680 1915583966959155584  9.9  6.5   2  847 2905  94.1 H  H  
  47752477189229184   49231663928585344  4.5  6.2 118    2  276   6.7 H  H  
5406297814782866304 5406297814782866432  4.0  6.6   2 4405 1267  41.0 H  H  
  51619115986889472   65437640685532288  5.5  6.9 151    0  228   9.9 H  H  
2320645734258792064 2320926178443221888  4.0  6.1  16   17    6   6.4 H  H  
4873223825670005760 4873226849326981120  0.6  7.7   3  222  276  47.7 H  H  
3186093635951144960 3200971814982030720  8.0  6.6   5   53  402  73.2 H  H  
 435429007149649920  441597954577636608  5.9  6.5 125    1  210   3.7 H  H  
 485114597578892160  485480700591295616  6.5  6.2   2 4271  286  42.4 H  H  
5317423293481147264 5318512256667367040  8.0  6.0  36    9 1267  14.8 H  H  
2365517903299985536 2365517903299985664  0.8  7.3   2 1362    6  86.1 H  H  
5881666135135468160 5893688298350923264  2.5  6.3   3  117 1720  80.2 H  H  
 249149025617941248  441585722510785408  6.4  6.4 125    1  210   6.6 H  H  
2907308167761659392 2907397743599450112  1.5  9.6   2 3639  276  44.4 H  H  
5717563818531046144 5718817021265748224  6.8  6.3   2  375  991  82.3 H  H  
 243068657596900224  249180567856242048  5.2  7.1 125    1  210   6.0 H  H  
3156758253406392320 3162219252782612096  9.5  6.8   2 1960  402  49.4 H  H  
5318316096918509568 5321795845062877312  5.4  6.4  36    9 1197  17.0 H  H  
5239858726733859968 5241132579670834816  3.2  7.4  59    5 1459   1.8 H  H  
  45367052352895360 3304412597612195328  3.3  6.1 118    2  276   5.2 -- -- 
  65194648616227840   66558249192653952  3.2  6.9 151    0  228   4.9 -- -- 
6481782777028421248 6482924963451263488  5.8  6.8   2 3138 1578 108.9 -- -- 
  66558249192653952   67799185503558016  8.4  6.3 151    0  228   6.5 -- -- 
6257346340397824128 6257358091428345600  8.0  6.2   2 2773 1803  69.4 H  H  
  65063703653090176   65119160271381248  4.3  6.4 151    0  228   6.0 H  H  
3056009109602538368 3056009315758265344  1.1  7.3   2 1964  402  56.9 H  H  
1710003433190247680 1711166510334493568  7.3  6.5   2 4498  286 108.5 H  H  
3911651600954819840 3912135111193398784  4.4  7.0   2 4454 1605  32.3 H  H  
  66506331628024832   68322140721525760  8.5  6.6 151    0  228   2.6 H  H  
6582445128135216768 6582445952770973312  1.7  7.2   2 3522 1203 110.1 H  H  
  67799185503558016   68097015715726208  3.9  6.9 151    0  228   8.5 H  H  
  69896469573892224   70941383577307392  8.8  7.0 151    0  228   6.4 H  H  
  66555981449928832   69896469573892224  4.4  6.6 151    0  228   7.6 H  H  
  65072431026899712   69883412873314816  6.0  6.1 151    0  228   4.9 H  H  
  65199974375696512   66786500935624320  6.8  6.6 151    0  228   1.4 H  H  
  68254245878512384   71371258264471424  9.8  6.4 151    0  228  16.7 H  H  
 249203176564080000  249282100885527040  4.1  7.1 125    1  210   6.3 H  H  
  65017627244152064   66960258131598720  6.1  6.9 151    0  228  11.2 H  H  
3371976693785956608 3384737453939129344  9.3  6.2   2 2260  402  37.9 H  H  
3312564033223630720 3410453484725565312  3.6  6.0 118    2  276   4.7 H  H  
3312921374502681984 3314109912215994112  3.9  6.6 118    2  276   7.6 H  H  
1637576231447429632 1637911891731738624  4.0  6.9   2  455  286 108.7 H  H  
3212956835321488896 3212973568515132416  9.8  7.4   7   33  402  84.5 H  H  
1667489888389668480 1670841887025625600  9.7  7.7  29   10 1605  67.5 H  H  
5862081977616810112 6053750734358971520  7.7  6.4 114    3 1578  33.0 H  H  
2740355779579407104 2741210821668373504  7.9  7.2   2 3691  276  82.2 H  H  
5680250551409854208 5729292412142317568  8.8  6.6   2 4045 1267  88.9 H  H  
1381372945385535232 1385240855492988288  8.5  7.0   2 2896 1605  98.3 H  H  
4742040406165460864 4743944038749857920  7.3  6.9  19   15  276  55.5 H  H  
3568977394726090880 3572811632289700864  9.3  6.2   2 4250 1605  75.8 H  H  
  47752477189229184 3312837021344678144  3.2  6.9 118    2  276   6.7 H  H  
 500535385597478016  500535900993552512  2.1  6.9  13   20  286   9.1 H  H  
 249282341403694592  441415504364607360  9.3  6.0 125    1  210   4.0 -- -- 
  68097015715726208   69904097435804672  6.8  6.0 151    0  228  11.1 -- -- 
3953787429152384256 4009041083903247488  7.1  6.5  47    8 1605   5.0 -- -- 
  64928601162063744   66558249192653952  2.8  7.2 151    0  228   5.8 -- -- 
6631762760128648832 6643589347714850432  8.0  6.6   2  580 1803  71.3 -- -- 
 986919094471308288  988842037228879744  5.9  6.6  18   16  286  85.3 H  H  
 249267120037890432  441415504364607360  3.1  6.7 125    1  210   6.3 H  H  
 381653955018993024  388739001789483136  8.8  6.7   2  466   87  45.8 -- -- 
3712538600739480192 3712538703818695424  0.1  7.5   2 3782 1803  24.3 -- -- 
 994153296867106560  994904125870039040  2.5  6.1   2 3914  286  61.8 -- -- 
4973504096486791168 6521435323853974272  9.8  6.1   2 2696  213  91.3 -- -- 
  51452746133437696   64928601162063744  8.2  6.5 151    0  228  10.7 -- -- 
  64913448517448192   68322140721525760  4.2  7.4 151    0  228   7.2 -- -- 
1433266630041703936 1437549296550620544  9.7  6.6   2  997 1803 121.5 -- -- 
6195258361886465664 6291827231203446016  5.6  6.2   2 3521 1605  75.2 -- -- 
4105217668090507136 4105219076839779968  0.7  8.8   2 2420 1803  71.4 H  H  
  78874497411398144   82506115597830400  6.3  6.4   2 3779  276  37.5 H  H  
  68593342136568448   70347028823074688  8.8  6.1 151    0  228   9.4 H  H  
 436477460205283584  441405780558667264  7.7  6.2 125    1  210   7.8 H  H  
4316307923345784960 4318063809053562752  6.8  7.2   2 2376 2132 102.5 H  H  
  63730305286697600   64928601162063744  6.0  6.8 151    0  228  11.7 H  H  
6678904492967403520 6686318362433848576 10.0  7.4   2 1019 2149 103.4 H  H  
 249765198807892736  435429007149649920  9.8  6.4 125    1  210  10.0 H  H  
 249203176564080000  441780164270958464  8.7  6.0 125    1  210   6.3 H  H  
4991368755256135808 4995770134661480448  9.9  6.4   2 3414    6  75.7 H  H  
 441405780558667264  441454914984502656  8.6  6.6 125    1  210  11.4 H  H  
 661281752195411328  664330835377270912  4.0  6.5  58    6 1195   4.7 H  H  
  38354676428572288   45159897490770816  3.4  6.4 118    2  276   8.2 H  H  
 442556556916042496  442576794801933312  7.7  6.7 125    1  210  10.9 H  H  
 249282100885527040  442265083255962624  9.6  6.0 125    1  210   5.4 H  H  
 249197404128036480  436422244105716480  7.8  6.8 125    1  210   1.9 H  H  
3550936642297205248 3553919170666275456  1.6  6.3   2 3818 1267  98.1 H  H  
4003406533487752832 4016309611677805568  9.9  6.1  47    8 1605   3.9 H  H  
 552845991318666368  556247571056571904  4.6  6.4   2 2695  286  32.8 H  H  
  64313218247427456   64928601162063744  8.7  6.1 151    0  228  12.5 H  H  
 249180396057550848  441415504364607360  7.9  6.2 125    1  210   2.8 H  H  
5917692286453342848 5923375730778093696  9.0  6.2   2 3144 2149  44.2 H  H  
 922260389054400256  926870641309680384  9.9  6.7   2 3161  402  87.5 H  H  
  65199974375696512   69896469573892224  6.9  6.6 151    0  228   1.4 H  H  
 441405917997620352  441493775848573440  1.8  6.5 125    1  210   3.6 H  H  
  64928601162063744   64979728452744192  1.5  7.2 151    0  228   5.8 H  H  
  66969672699893248   69876712724339456  4.2  6.7 151    0  228   6.9 H  H  
1350886992640002176 2116515009650788992  6.7  6.1   2  457 1803 145.8 H  H  
  51511501286316416   64049885212827392  9.1  6.3   2 2532  338  88.7 H  H  
  52548237672091392  146677874804442240  8.8  6.2 118    2  276   5.9 H  H  
5203020998391171456 5203020998391284352  2.6  7.3   2 3220 1203   4.8 H  H  
4008525241151501824 4009295139808743936  4.7  6.9  47    8 1605   1.9 H  H  
  65027591568709632   69335615566555904  8.7  7.1 151    0  228   7.6 H  H  
4580885536637460864 4580885536637461248  4.4  6.6   2  399 2132 105.4 H  H  
 436461517287294464  436536249718223744  8.0  6.7 125    1  210   7.8 H  H  
2347121321420768640 2362361342855497600  7.7  6.6   2  386  213  68.3 H  H  
  69819022723623296   69904097435804672  3.1  7.3 151    0  228   2.9 H  H  
5896913440831866240 5896929521189417216  1.7  6.9   3  304 1578  58.5 H  H  
6202242562827054720 6202672884190094336  8.9  6.4   4   99 1578 108.0 H  H  
4716884301676093056 4717134440571284736  5.3  6.5   3  152  213  64.9 H  H  
  64913448517448192   69945810158924672  7.7  6.3 151    0  228   7.2 H  H  
4831827144164263808 4834818949663175936  3.0  6.6   2 4292  213  33.1 H  H  
  64808204638390912   69896469573892224  6.2  6.6 151    0  228   8.3 H  H  
6427876986094059392 6434223092332417792  7.0  6.7   2 3395 2149  91.4 H  H  
3307645127438373888 3312602344331419136  5.2  6.2 118    2  276   3.0 H  H  
   8367798884020352   26147863977319552  5.8  7.0   2  737  276  20.0 H  H  
1009611811881607680 1010724895602480256  6.0  7.5   2  355 1195  88.2 H  H  
3244813157512030464 3247281629835853184  4.0  6.7   2 4063  402  66.0 H  H  
5318077502894130944 5318316096918509568  5.3  6.1  36    9 1197  12.6 H  H  
 249180396057550848  249203176564080000  5.8  6.8 125    1  210   2.8 H  H  
5478367503447855744 5482015717387704448  8.6  6.3   2 2783 1267  58.1 H  H  
  68296886313838848   69904097435804672  2.8  6.1 151    0  228   3.7 H  H  
 303934116615788672  316073480900935808  2.4  7.4   2 1195  276  64.5 H  H  
 466044599186825088  514101881617566208  6.9  6.9   2 2596  286  45.5 H  H  
 436461517287294464  441486044909931136  5.5  6.4 125    1  210   7.8 H  H  
4003406533487752832 4013188785360910336  4.9  6.1  47    8 1605   3.9 H  H  
3953625835302703488 3960008294143258240  4.6  7.0  47    8 1605   6.0 H  H  
5927815146413814400 5928915276514259328  9.3  6.7   2 4056 2149  65.8 H  H  
  65072431026899712   68306094723718528  3.8  7.2 151    0  228   4.9 H  H  
  65150943028579200   68317605236065408  3.5  6.5 151    0  228   2.8 H  H  
3970093530189519360 3991394231515728512  8.5  6.8   3  213 1605  35.8 H  H  
3960008294143258240 4008790017295714688  6.0  7.3  47    8 1605   3.5 H  H  
4182080127941320704 6878179430629768192  9.7  6.1   2 1626 1803  93.4 H  H  
 487496826958648192  489811024057366912  7.3  6.8   2 4393  286  70.2 H  H  
5312058089048911104 5312059085481322496  0.7  6.4   2 3286 1276  45.5 H  H  
  65007078804476928   68296886313838848  3.3  7.6 151    0  228   5.7 H  H  
3307815001984777088 3307844860597241088  6.1  9.5 118    2  276   4.4 H  H  
 661268248817325312  661396754238802816  3.0  7.3  58    6 1195   4.0 H  H  
 230386718682382976  233087016161261824  7.2  6.1 125    1  210  33.3 H  H  
  64114241002810496   65207705316826752  3.1  6.3 151    0  228   4.5 H  H  
5239498739751922432 5239637759256457472  3.1  6.6  59    5 1459   4.5 H  H  
3953772070349122816 4002921030384951936  7.7  6.8  47    8 1605   4.7 H  H  
3960008294143258240 4008433603729046784  3.7  7.0  47    8 1605   3.5 -- -- 
3278300983158901248 3302396162006353792  9.6  6.1   5   51  228  36.4 -- -- 
 500123790292105088  500535900993552512  2.6  6.8  13   20  286   7.0 -- -- 
 659472230933525760  660225911794604416  9.9  6.4  58    6 1195  11.5 -- -- 
 441645233577061248  442576794801933312  6.7  8.3 125    1  210   3.5 -- -- 
4103671239348631936 4497494073667422336  9.1  8.2   2 3209 1803  29.1 -- -- 
2195123803205793152 2196650887419089280  9.9  6.5   2 1296 2905  86.8 -- -- 
3312136494998639872 3314109912215994112  2.9  6.0 118    2  276   4.6 -- -- 
  64979728452744192   68444873706967808  6.4  7.1 151    0  228   5.0 -- -- 
  65027591568709632   66581957412169728  7.8  6.5 151    0  228   7.6 -- -- 
  43789768566924416 3307844860597241088  8.1  6.7 118    2  276   7.9 -- -- 
 661319547906689024  664683125774748032  5.8  6.3  58    6 1195   6.8 -- -- 
 436786663491188096  442556556916042496  4.3  6.5 125    1  210  10.7 -- -- 
6053744652685285376 6054414839384000768  3.6  6.4 114    3 1578  31.0 -- -- 
6275033428039895680 6288017526492912640  6.4  6.5   2 3557 1605 107.9 -- -- 
  65072431026899712   65289275335247872  2.0  7.2 151    0  228   4.9 -- -- 
5866206039573018496 5867265350307448448  8.2  7.5   2 1246 1578  54.5 -- -- 
 441480409912850432  441486044909931136  4.4  6.7 125    1  210   2.0 -- -- 
1097432554367091328 1097996878710537216  9.0  6.2   2  759  286  85.8 -- -- 
  66558249192653952   69819400680743808  6.6  6.8 151    0  228   6.5 -- -- 
  65086587239103616   69904097435804672  4.4  6.8 151    0  228   6.1 -- -- 
 661396754238802816  664452949887595136  9.3  6.9  58    6 1195   6.6 -- -- 
3941112121668144384 3941112259107097728  3.6  7.8   2 1138 1605  21.2 -- -- 
  64979728452744192   68097015715726208  8.7  6.5 151    0  228   5.0 -- -- 
6414175387584685312 6416274630160491904  8.6  6.9   2 2070 1578  43.8 -- -- 
5970672288599120768 5971000664617273344  4.3  6.3  25   11 2149  64.3 -- -- 
 958989471902687488  963977715639378432  6.7  6.5   3  140  276  43.0 -- -- 
6174116093313941888 6270146682970181504  6.9  6.7   2 2481 1720 149.8 -- -- 
  65150943028579200   67618281484716544  3.8  7.0 151    0  228   2.8 -- -- 
  65027591568709632   65776736943479808  9.7  6.4 151    0  228   7.6 -- -- 
5239809557944885888 5239823782876560512  1.6  6.4  59    5 1459   1.7 -- -- 
 315363539986470144  320073744720837120  8.6  7.0   2 2439  228  67.5 -- -- 
 120116560093745152  123287998304382080  7.9  7.4   4   67  276  15.1 -- -- 
6054609624739493376 6057456088547884800  3.6  6.4 114    3 1578  31.8 -- -- 
1883119511759595008 1883340651035691904  8.6  6.2   2 2259 2905 131.6 -- -- 
6130200052712349824 6131118832116740992  3.6  7.6   2 3507 1459  56.7 -- -- 
4621611035014553984 4621611069374291968  3.1  8.2   2  354 1203  51.9 -- -- 
5303854289203215616 5304602713018126208  4.9  7.3  23   12 1267   8.5 -- -- 
  64808204638390912   65819961494790400  8.8  7.0 151    0  228   8.3 -- -- 
 513126168128842752  519152694437363456  7.4  6.6   2 3771 2905 109.6 -- -- 
3312136494998639872 3312281664893305728  1.2  8.1 118    2  276   4.6 -- -- 
5969081329637747584 5969286766508518656  6.1  6.5  25   11 2149  62.6 -- -- 
1360078531891431296 1415942106358788864  9.9  6.2   2 1373 1803  82.0 -- -- 
1938247512947174400 1938247650386127232  0.7  7.2   2 2101 1803  51.9 -- -- 
5835491869446490368 5927113623635575424  8.8  6.1   3  106 1578  57.7 -- -- 
6059795746210841856 6060735450694773376  4.9  6.1   2 3715 1459  44.1 -- -- 
  65027591568709632   65113559634339200  3.0  8.0 151    0  228   7.6 H  H  
5239660367966484736 5239823782876560512  5.0  6.5  59    5 1459   5.0 H  H  
6734274043114954240 6734274146194168704  3.1  6.2   2 2051 2149  82.9 H  H  
5247514626197522304 5249938465219763456  8.8  7.0   2  510 1459  17.5 H  H  
3278197766504883072 3278300983158901248  9.4  7.5   5   51  228  40.2 H  H  
 249197404128036480  441653239394337024  4.3  6.8 125    1  210   1.9 H  H  
  64449729487990912   64933755122821120  7.8  7.2 151    0  228   8.6 H  H  
  53783848223326976   66555981449928832  8.8  6.5 151    0  228  13.9 H  H  
2328489409693423104 6556833654033880192  7.5  7.4   2 2064    6  67.3 H  H  
  64952824777149440   69964879813013248  6.3  6.5 151    0  228   5.5 H  H  
  66581957412169728   68444873706967808  9.1  6.6 151    0  228   6.5 H  H  
 249197404128036480  441454914984502656  4.7  8.0 125    1  210   1.9 H  H  
3002343871195786496 3002531544086448128  0.2  8.9   2 2351  276  33.4 H  H  
  64899017426872960   66838452861270272  5.0  6.5 151    0  228   5.6 H  H  
  63502259702709888   69811635379765760  8.3  7.0 151    0  228   7.1 H  H  
6090410891570829056 6090410891570829312  2.6  6.2   2 3861 1720  38.8 H  H  
5326087513823658624 5327481247889380608  9.0  7.1   2 1192 1197  26.1 H  H  
 242888956163684096  441480409912850432  8.5  6.3 125    1  210   8.0 H  H  
5519439760305660544 5519440138262782464  0.6  7.1   2  518 1203  61.9 H  H  
 184053711006015872  190345666295754496  9.4  6.0   2  491  228  65.4 H  H  
  64808204638390912   64930490947667840  2.5  7.1 151    0  228   8.3 H  H  
  65437640685532288   69811635379765760  7.8  7.1 151    0  228   7.1 H  H  
4008553484856786048 4008744250123486720  2.2  6.4  47    8 1605   3.7 H  H  
5997089773439760256 6007977171939583104  9.1  6.3  47    7 2149 100.3 H  H  
 421455176433111040  421911164521526016  6.5  6.0   2  380   87  83.1 H  H  
5906891405777819520 5908061938982666496  7.9  6.1   3  168 1720  78.5 H  H  
5842473837003424768 5844296277524745984  9.5  6.5 114    3 1578  20.8 H  H  
  64449729487990912   69250231614573056  7.6  6.9 151    0  228   8.6 H  H  
6200052404383588992 6200310514738629504  4.5  6.1  14   18 1578 107.2 H  H  
5781977607732396544 5781981181145180288  1.9  7.4   2  859 1578  27.3 H  H  
  65120465942548864   66506331628024832  4.1  6.8 151    0  228   3.7 H  H  
  64979728452744192   66746437479801088  9.1  7.1 151    0  228   5.0 H  H  
  50298121485861120 3312951748510907648  5.8  6.6 118    2  276   5.9 H  H  
5814326030097051264 5814505765886192512  9.7  6.1  20   14 2149  86.5 H  H  
 249765198807892736  441356921010671232  8.2  6.5 125    1  210  10.0 H  H  
4008433603729046784 4010481375416160000  4.7  7.1  47    8 1605   1.5 H  H  
  64879398017459072   66506331628024832  3.8  6.7 151    0  228   2.8 H  H  
3175952634049730944 3180473447906714368  7.7  6.1   2 3977  276  28.9 H  H  
1918351231568612864 1930049245012837248  6.2  6.9   2 2092   87  89.2 H  H  
  65677368580114560   69945810158924672  7.4  6.4 151    0  228  12.9 H  H  
1517575257513336832 1522439600034528768  8.3  6.4   2 4295 1605  36.2 H  H  
  64899017426872960   67618281484716544  7.0  6.6 151    0  228   5.6 H  H  
  64879398017459072   66789868189090816  3.5  6.4 151    0  228   2.8 H  H  
5356717502598797184 5356717708757226240  9.5  6.7   2 2109 1276  81.0 H  H  
4052712586248329600 4075888298503010688  8.5  7.4   2 2081 2132  90.6 H  H  
1656694024234350848 1704940147784795264  5.6  8.3   2 2136  286 165.9 H  H  
2897640402536372352 2909432596026137344  9.8  6.6   2 2736  542  59.7 H  H  
6053744652685285376 6054609624739493376  4.2  7.1 114    3 1578  31.0 H  H  
  65437640685532288   68322140721525760  8.1  7.2 151    0  228   7.1 H  H  
3310820620098473728 3312136494998639872  3.5  6.2 118    2  276   7.1 H  H  
 249146551716784640  435332662443283328  7.2  7.1   3  252  210  25.5 H  H  
  65119160271381248   69904097435804672  6.3  6.5 151    0  228   3.6 H  H  
4008433603729046784 4009295139808743936  4.2  7.4  47    8 1605   1.5 H  H  
 251516652110388992  443683693773493504  4.1  7.0 125    1  210  14.3 -- -- 
1188411437848987648 1262018449928993664  6.2  7.2   2 1821 1605  52.4 H  H  
4040847756273228416 4042353503086066816  9.7  6.1   5   56 2194  16.2 H  H  
 971887567928818432  992214205031522816  8.8  7.7   2 2424  276  49.4 H  H  
  67618281484716544   68097015715726208  9.0  7.9 151    0  228   6.6 H  H  
2031977305805642752 2044838499475594624  8.2  6.1   2 3329 1803  91.9 H  H  
  68310561489710336   69883412873314816  2.7  6.2 151    0  228   2.9 H  H  
6651324480733859584 6651324515093597568  6.1  6.5   3  238 1578  85.9 H  H  
 422937592984508288 1999186467447923200  8.8  6.2   2 1122 2905  82.8 H  H  
3029552042340605440 3029552111060082048  1.3  6.3   2 4507  402  62.5 H  H  
  65086587239103616   66724447247218048  8.6  6.8 151    0  228   6.1 H  H  
 243137067835529344  435242914806781184  5.9  6.5 125    1  210   4.9 H  H  
3719747170769894272 3724810593614743680  9.3  6.7   2 3921 1605  36.1 H  H  
  64956123312029952   69335615566555904  9.1  6.7 151    0  228   4.1 H  H  
